开课学院,课程号,课程名,班级序号,教师名,学分,开课校区,教室类型,时间1,时间2,时间3,上课容量,主干课程
信息管理学院,03273,计量经济学,A05,陶长琪,3,蛟桥园校区, 多媒体,1-567,,,120,0
信息管理学院,03273,计量经济学,A06,徐晔,3,蛟桥园校区, 多媒体,1-89A,,,120,0
信息管理学院,03273,计量经济学,B01,万建香,3,麦庐园校区, 多媒体,1-567,,,120,0
信息管理学院,03293,博弈论,A01,王翠霞,3,蛟桥园校区, 多媒体,2-567,,,120,0
信息管理学院,03293,博弈论,B01,万龙,3,麦庐园校区, 多媒体,2-567,,,60,0
信息管理学院,03295,数值计算方法,B02,华长生,5,麦庐园校区, 多媒体,1-567,4-34,,60,1
信息管理学院,03333,数据库应用,B01,钟敏娟,3,麦庐园校区, 多媒体,3-12,4-12,,60,0
信息管理学院,03333,数据库应用,B02,钟敏娟,3,麦庐园校区, 多媒体,3-34,4-34,,60,0
信息管理学院,03374,编译方法,B01,吴方君,4,麦庐园校区, 多媒体,2-56,3-56,,60,0
信息管理学院,03423,数学建模,B01,华长生,3,麦庐园校区, 多媒体,5-12,5-34,,0,0
信息管理学院,03523,组网技术,B01,刘谦,3,麦庐园校区, 机房（技术中心）,2-567,,,25,0
信息管理学院,03523,组网技术,B02,刘谦,3,麦庐园校区, 机房（技术中心）,3-567,,,25,0
信息管理学院,03563,微分方程,B01,李刚刚,3,麦庐园校区, 多媒体,2-567,,,60,0
信息管理学院,03732,博弈论,A01,王翠霞,2,蛟桥园校区, 多媒体,3-12,,,60,0
信息管理学院,03993,计算机网络,B01,万征,3,麦庐园校区, 多媒体,2-567,,,35,1
信息管理学院,03993,计算机网络,B02,万征,3,麦庐园校区, 多媒体,3-567,,,35,1
信息管理学院,33042,现代信息检索,B01,刘德喜,2,麦庐园校区, 多媒体,2-34,,,41,0
信息管理学院,33044,决策理论与方法,B01,乐琦,4,麦庐园校区, 多媒体,2-34,4-34,,60,1
信息管理学院,33064,操作系统原理,B01,廖国琼,4,麦庐园校区, 多媒体,3-34,5-89,,45,1
信息管理学院,33064,操作系统原理,B02,骆斯文,4,麦庐园校区, 多媒体,2-12,2-89,,35,1
信息管理学院,33073,操作系统,B01,吴京慧,3,麦庐园校区, 多媒体,2-34,3-56,,35,0
信息管理学院,33073,操作系统,B02,吴京慧,3,麦庐园校区, 多媒体,2-12,4-12,,35,0
信息管理学院,33093,信息安全技术,B01,李钟华,3,麦庐园校区,专业机房（信息学院）,5-567,,,60,0
信息管理学院,33113,移动软件开发,B01,熊云波,3,麦庐园校区, 机房（技术中心）,3-89A,,,60,0
信息管理学院,33142,金融信息系统,B01,狄国强,2,麦庐园校区, 多媒体,1-89,,,60,0
信息管理学院,33183,数据库应用开发技术,B01,杨波,3,麦庐园校区, 多媒体,2-89,3-89,,30,0
信息管理学院,33183,数据库应用开发技术,B02,杨波,3,麦庐园校区, 多媒体,3-56,4-89,,30,0
信息管理学院,33183,数据库应用开发技术,B03,吴京慧,3,麦庐园校区,专业机房（信息学院）,3-12,3-34,4-34,30,0
信息管理学院,33203,金融数据分析,B01,叶榕,3,麦庐园校区, 多媒体,1-567,,,120,0
信息管理学院,33282,金融市场计量经济学,B01,叶榕,2,麦庐园校区, 多媒体,1-34,,,60,0
信息管理学院,33922,数据仓库与数据挖掘,B01,钟敏娟,2,麦庐园校区,专业机房（信息学院）,3-89A,,,25,0
信息管理学院,33922,数据仓库与数据挖掘,B02,江腾蛟,2,麦庐园校区,专业机房（信息学院）,1-123,,,25,0
信息管理学院,33962,软件项目管理,B01,狄国强,2,麦庐园校区, 多媒体,2-56,,,60,0
信息管理学院,03A63,ERP原理与实践,B01,丁菊玲,3,麦庐园校区, 多媒体,1-12,1-56,,60,0
信息管理学院,03A63,ERP原理与实践,B02,丁菊玲,3,麦庐园校区, 多媒体,1-34,1-56,,60,0
信息管理学院,03A64,管理统计学（双语）,B01,朱永军,4,麦庐园校区, 多媒体,2-12,4-34,,60,1
信息管理学院,03A74,概率论与数理统计,B01,汪星,4,麦庐园校区, 多媒体,2-89,4-89,,100,1
信息管理学院,33A05,信息系统分析与设计,B01,徐升华,5,麦庐园校区, 多媒体,2-123,4-34,,30,1
信息管理学院,33A05,信息系统分析与设计,B02,张富国,5,麦庐园校区, 多媒体,2-567,4-34,,30,1
信息管理学院,33A12,云计算与物联网概论,B01,黄玉坤,2,麦庐园校区, 多媒体,1-56,,,60,0
信息管理学院,33A52,移动(手机)软件开发,B01,熊云波,2,麦庐园校区, 机房（技术中心）,4-89A,,,60,0
信息管理学院,33A53,金融信息化,B01,狄国强,3,麦庐园校区, 多媒体,4-89,,,60,0
信息管理学院,33A63,Java开发技术,B01,黄玉坤,3,麦庐园校区, 多媒体,2-567,,,60,0
信息管理学院,33A64,数据库系统原理及应用,B01,刘爱红,4,麦庐园校区, 多媒体,1-12,1-56,4-12,25,1
信息管理学院,33A64,数据库系统原理及应用,B02,刘爱红,4,麦庐园校区, 多媒体,1-34,1-56,4-34,25,1
信息管理学院,33A64,数据库系统原理及应用,B03,吴京慧,4,麦庐园校区, 多媒体,2-56,5-12,5-34,25,0
信息管理学院,33A64,数据库系统原理及应用,B04,杨波,4,麦庐园校区, 多媒体,3-12,3-34,2-56,25,0
信息管理学院,33A92,计算机网络系统设计,B01,万征,2,麦庐园校区, 多媒体,2-89A,,,60,0
信息管理学院,33B02,人工智能基础,B01,杨小平,2,麦庐园校区, 多媒体,1-34,,,60,0
信息管理学院,33B13,算法设计与分析,B01,李季,3,麦庐园校区, 多媒体,2-34,4-34,,60,0
信息管理学院,33B52,学术英语,B01,汪星,2,麦庐园校区, 多媒体,3-89,,,60,0
信息管理学院,33B82,中国经济分析,B01,叶榕,2,麦庐园校区, 多媒体,4-12,4-34,,60,0
信息管理学院,33B83,运营管理,B01,杜宾,3,麦庐园校区, 多媒体,2-567,,,55,0
信息管理学院,33B83,运营管理,B02,杜宾,3,麦庐园校区, 多媒体,2-89A,,,55,0
医院,10162,常见急救知识,A01,严军亮,2,蛟桥园校区, 多媒体,1-89,,,105,0
医院,10162,常见急救知识,A02,严军亮,2,蛟桥园校区, 多媒体,2-89,,,105,0
艺术学院,19932,企业形象设计（工业）,B01,陈翀,2,麦庐园校区, 多媒体,3-56,,,0,0
艺术学院,19932,企业形象设计（工业）,B02,陈翀,2,麦庐园校区, 多媒体,4-34,,,0,0
艺术学院,19933,土壤肥料学,B01,邹宽生,3,麦庐园校区, 多媒体,2-89A,,,0,0
艺术学院,19943,园林植物病虫害防治,B01,邹宽生,3,麦庐园校区, 多媒体,1-89A,,,0,0
艺术学院,20482,专业文案设计与写作,B01,舒小坚,2,麦庐园校区, 多媒体,4-12,,,80,0
艺术学院,38233,分镜头与文案设计,B01,舒小坚,3,麦庐园校区, 多媒体,4-89A,,,80,0
艺术学院,38272,中外美术鉴赏,B01,田衡,2,麦庐园校区, 普通,4-89,,,35,0
艺术学院,38303,环境设施设计,B01,胡丹霞,3,麦庐园校区, 普通,2-567,,,0,0
艺术学院,38333,快题设计,B01,杨泳,3,麦庐园校区, 多媒体,3-567,,,0,0
艺术学院,38642,即兴伴奏II,B01,马艳,2,麦庐园校区, 普通,2-34,,,0,0
艺术学院,38792,西方艺术史,B01,刘涵,2,麦庐园校区, 多媒体,5-12,,,35,0
艺术学院,38792,西方艺术史,B02,刘涵,2,麦庐园校区, 多媒体,5-34,,,35,0
艺术学院,38792,西方艺术史,B03,刘涵,2,麦庐园校区, 多媒体,1-56,,,80,0
艺术学院,49092,大学生饮食营养与健康,A01,江绍玫,2,蛟桥园校区, 多媒体,1-89,,,120,0
艺术学院,49092,大学生饮食营养与健康,A02,江绍玫,2,蛟桥园校区, 多媒体,2-89,,,120,0
艺术学院,49092,大学生饮食营养与健康,A03,江绍玫,2,蛟桥园校区, 多媒体,3-89,,,120,0
艺术学院,49092,大学生饮食营养与健康,A04,江绍玫,2,蛟桥园校区, 多媒体,4-89,,,120,0
艺术学院,49092,大学生饮食营养与健康,B01,舒洪岚,2,麦庐园校区, 多媒体,2-89,,,120,0
艺术学院,49092,大学生饮食营养与健康,B02,舒洪岚,2,麦庐园校区, 多媒体,4-89,,,120,0
艺术学院,49252,产品设计市场调查与预测,B01,舒余安,2,麦庐园校区, 多媒体,2-12,,,0,0
艺术学院,62013,园林苗木培育,B01,舒洪岚,3,麦庐园校区, 多媒体,5-123,,,40,0
艺术学院,62013,园林苗木培育,B02,舒洪岚,3,麦庐园校区, 多媒体,3-567,,,40,0
艺术学院,66012,印刷设计,B01,胡名芙,2,麦庐园校区, 多媒体,1-34,,,35,0
艺术学院,66012,印刷设计,B02,胡名芙,2,麦庐园校区, 多媒体,1-56,,,35,0
艺术学院,66032,色彩鉴赏与搭配技巧,A01,黄彦,2,蛟桥园校区, 多媒体,4-12,,,0,0
艺术学院,66032,色彩鉴赏与搭配技巧,A02,黄彦,2,蛟桥园校区, 多媒体,4-34,,,0,0
艺术学院,66062,DV摄像制作与评析,B01,黄志明,2,麦庐园校区, 普通,4-34,,,35,0
艺术学院,66062,DV摄像制作与评析,B02,黄志明,2,麦庐园校区, 普通,4-12,,,35,0
艺术学院,66062,DV摄像制作与评析,B03,刘涵,2,麦庐园校区, 多媒体,1-34,,,80,0
艺术学院,70103,定格动画设计,B01,温强,3,麦庐园校区, 普通,2-567,,,40,0
艺术学院,70113,Flash动画设计,B01,胡新辰,3,麦庐园校区, 普通,3-234,,,37,0
艺术学院,19E12,广告设计,B01,张冠男,2,麦庐园校区, 多媒体,1-56,,,0,0
艺术学院,19E42,字体设计,B01,单汶静,2,麦庐园校区, 多媒体,2-56,,,0,0
艺术学院,19E62,图形设计,B01,黄松涛,2,麦庐园校区, 多媒体,5-34,,,35,0
艺术学院,19E82,lustrator产品效果图技法,B01,舒余安,2,麦庐园校区, 普通,2-34,,,0,0
艺术学院,08A22,艺术导论,A01,舒小坚,2,蛟桥园校区, 多媒体,5-34,,,125,0
艺术学院,08A22,艺术导论,A02,舒小坚,2,蛟桥园校区, 多媒体,5-12,,,125,0
艺术学院,08A22,艺术导论,A03,舒小坚,2,蛟桥园校区, 多媒体,2-34,,,125,0
艺术学院,08A22,艺术导论,A04,舒小坚,2,蛟桥园校区, 多媒体,3-34,,,125,0
艺术学院,08A22,艺术导论,B01,舒小坚,2,麦庐园校区, 多媒体,3-89,,,125,0
艺术学院,08A22,艺术导论,B02,舒小坚,2,麦庐园校区, 多媒体,4-34,,,125,0
艺术学院,08A42,音乐鉴赏,A01,李霜,2,蛟桥园校区, 多媒体,1-12,,,110,0
艺术学院,08A42,音乐鉴赏,A02,李霜,2,蛟桥园校区, 多媒体,1-34,,,110,0
艺术学院,08A42,音乐鉴赏,A03,李霜,2,蛟桥园校区, 多媒体,1-56,,,110,0
艺术学院,08A42,音乐鉴赏,A04,李霜,2,蛟桥园校区, 多媒体,2-56,,,110,0
艺术学院,08A42,音乐鉴赏,A05,李霜,2,蛟桥园校区, 多媒体,2-12,,,110,0
艺术学院,08A42,音乐鉴赏,A06,李霜,2,蛟桥园校区, 多媒体,2-34,,,110,0
艺术学院,08A42,音乐鉴赏,A07,尚乐文,2,蛟桥园校区, 多媒体,2-89,,,120,0
艺术学院,08A42,音乐鉴赏,A08,尚乐文,2,蛟桥园校区, 多媒体,3-89,,,120,0
艺术学院,08A42,音乐鉴赏,B01,邹晨娜,2,麦庐园校区, 多媒体,4-34,,,120,0
艺术学院,08A42,音乐鉴赏,B02,邹晨娜,2,麦庐园校区, 多媒体,5-34,,,120,0
艺术学院,08A72,舞蹈鉴赏,A01,罗敏,2,蛟桥园校区, 多媒体,5-34,,,0,0
艺术学院,08A72,舞蹈鉴赏,A02,习珍英,2,蛟桥园校区, 多媒体,4-34,,,0,0
艺术学院,08A72,舞蹈鉴赏,B01,罗敏,2,麦庐园校区, 多媒体,5-56,,,0,0
艺术学院,08A72,舞蹈鉴赏,B02,习珍英,2,麦庐园校区, 多媒体,4-89,,,0,0
艺术学院,08D73,DV影像制作,B01,汪翠芳,3,麦庐园校区, 多媒体,2-234,,,80,0
艺术学院,08D92,电影与动画鉴赏,B01,唐睿,2,麦庐园校区, 多媒体,4-34,,,80,0
艺术学院,08D93,建筑与风水,B01,胡名芙,3,麦庐园校区, 多媒体,3-567,,,0,0
艺术学院,08D93,建筑与风水,B02,胡名芙,3,麦庐园校区, 多媒体,4-89A,,,0,0
艺术学院,19F02,Flash动画,B01,杨泳,2,麦庐园校区, 普通,2-34,,,0,0
艺术学院,19F02,Flash动画,B02,胡新辰,2,麦庐园校区, 普通,2-12,,,35,0
艺术学院,19F02,Flash动画,B03,胡新辰,2,麦庐园校区, 普通,2-34,,,35,0
艺术学院,19F93,园林美学与艺术,B01,刘细燕,3,麦庐园校区, 多媒体,1-89A,,,0,0
艺术学院,19F93,园林美学与艺术,B02,刘细燕,3,麦庐园校区, 多媒体,5-89A,,,0,0
艺术学院,19G33,普通生态学,B01,舒洪岚,3,麦庐园校区, 多媒体,2-567,,,40,0
艺术学院,19G33,普通生态学,B02,舒洪岚,3,麦庐园校区, 多媒体,5-567,,,40,0
艺术学院,20A12,版式创意与设计,B01,尹晖,2,麦庐园校区, 普通,3-34,,,37,0
艺术学院,20B13,住宅空间设计及表现,B01,杨泳,3,麦庐园校区, 多媒体,2-567,,,0,0
艺术学院,20B42,电脑辅助设计II(3DMAX)必选,B01,温强,2,麦庐园校区, 普通,3-567,,,35,0
艺术学院,20B42,电脑辅助设计II(3DMAX)必选,B02,温强,2,麦庐园校区, 普通,5-567,,,35,0
艺术学院,20D02,建筑与风水,A01,胡名芙,2,蛟桥园校区, 多媒体,1-89,,,0,0
艺术学院,20D32,卡通吉祥物设计,B01,李民,2,麦庐园校区, 普通,3-56,,,37,0
艺术学院,20D72,民族声乐理论与实践,B01,李珺,2,麦庐园校区, 普通,3-34,,,30,0
艺术学院,20K32,玉石雕刻与镶嵌艺术,B01,温强,2,麦庐园校区, 普通,3-34,,,40,0
艺术学院,38B12,三维软件辅助设计,B01,汪霖,2,麦庐园校区, 普通,4-89,,,0,0
艺术学院,38B72,数码摄影基础,B01,彭建斌,2,麦庐园校区, 多媒体,4-34,,,80,0
艺术学院,610A2,合唱排练,B01,张维刚,2,麦庐园校区, 普通,3-89,,,0,0
艺术学院,650A3,版式设计,B01,单汶静,3,麦庐园校区, 普通,3-234,,,0,0
艺术学院,650A3,版式设计,B02,单汶静,3,麦庐园校区, 普通,2-234,,,0,0
